"","...1","date","EmployeeStatus","reviewer_id","rating_overall.2.11.","rating_workfamily","rating_culture","rating_diversity","rating_leadership","rating_opportunity","rating_compensation","review_pros","review_cons","ceo_approval","Company"
"6687",367,2021-12-20 09:20:33,TRUE,56904284,3,0,0,0,0,0,0,"WFH, Salary, great team, modern tech,","Standardized, focused work, less room for innovation","1","Fannie Mae"
"6688",369,2021-10-27 15:01:00,TRUE,54582979,3,4,5,5,5,4,3,"work life balance, great colleagues, interesting, mission-driven work","alot of meetings that could be emails; lower pay than industry, somewhat hamstring by regulatory bureaucracy","1","Fannie Mae"
"6689",371,2022-03-15 09:06:08,TRUE,61214940,5,4,3,3,3,3,4,"Good Salary and some bonus. Trainings provided.","Not much career movement within the company","1","Fannie Mae"
"6690",372,2021-12-06 17:56:03,TRUE,56314872,4,5,5,5,4,3,3,"Great benefits, teams and a dedicated mission.","Lots of process improvement barriers","1","Fannie Mae"
"6691",375,2022-02-07 20:20:37,TRUE,59274351,2,4,3,3,4,3,5,"Excellent benefits - medical, dental, PTO, sick time, executive leadership highly professional and accessible.","Continuous re-organizations makes it difficult to understand company's mission. A very risk averse company. Little to no employee engagement activities. A dry, sterile, and low energy environment.","1","Fannie Mae"
"6692",376,2021-09-20 14:27:45,FALSE,52827203,3,4,2,4,2,2,4,"The pay is nice and work is manageable.","Toxic work culture. Some team leads played favorites. Managers are there for namesake. They don't really care about your career or even understand what is managing people even mean. As long as you keep quiet you are golden. Not a very tech savvy company. The work laptops they give you don't work half the time. A definite lack of transparency.","0","Fannie Mae"
"6693",378,2022-02-02 20:56:14,TRUE,59012691,5,3,3,3,3,3,4,"Flexible work arrangements \nSome very smart accomplished colleagues \nStability of organization","Mediocrity is tolerated especially at the officer level.\nDifficult to effect change\nSilos \nLittle diversity director level and above.","1","Fannie Mae"
"6694",381,2021-11-30 13:00:22,TRUE,56047857,3,5,5,5,5,5,5,"Good work and life balance","Lack of autonomy to perform tasks","1","Fannie Mae"
"6695",386,2021-11-02 23:10:44,TRUE,54842875,4,5,4,5,5,3,3,"Great experience. Everyone was nice and enjoyable to work with.","It's a good place to work out if you want to settle.","1","Fannie Mae"
"6696",389,2021-08-05 09:21:41,FALSE,50733757,2,5,4,5,5,4,5,"Great culture, ability to see different areas of Fannie's core business - in my case securities accounting, business analytics, credit loss forecasting and bond pricing. Supportive and collaborative environment.","Being a highly-regulated and restricted firm, the work is not as dynamic as other finance industry peers, and the culture was very supportive but lacked a competitive edge to push you forward.","0","Fannie Mae"
"6697",391,2021-07-02 11:58:43,TRUE,49241850,3,5,5,5,5,5,5,"Work-Life Balance\r\nMission to provide affordable housing to Americans\r\nHigh Ranking Score and Commitment to ESG\r\nInvesting in our communities and our country\r\nDiverse Workforce and absence of ceilings like Glass and Bamboo ceilings\r\nPsychological  Safety for employees to speak openly what is on their mind and management's support to try new ideas and innovate","Cannot think of any cons","1","Fannie Mae"
"6698",394,2021-10-05 05:27:24,TRUE,53539002,3,5,4,5,5,4,4,"Company and team encourages work life balance. Everyone I met is very helpful and approachable. My immediate team cares about personal development.","Company changes can move slowly","1","Fannie Mae"
"6699",396,2021-11-16 17:35:26,TRUE,55453550,3,5,5,5,5,5,5,"Good for Working in this company","No cons everything’s perfect just join","1","Fannie Mae"
"6700",397,2022-01-04 09:41:36,FALSE,57394745,5,3,3,4,3,3,4,"Benefits are good. A lot of different areas of the business to learn","Senior leaders lacked strategic vision. The company doesn’t know what it wants to be.","1","Fannie Mae"
"6701",398,2021-09-30 10:56:05,TRUE,53341608,3,5,5,5,5,4,5,"A great company to work for! Amazing colleagues and leaders!","I enjoy my almost 20 years' service at Fannie Mae. No complaints :)","1","Fannie Mae"
"6702",402,2021-11-17 17:53:11,TRUE,55511151,2,4,1,4,1,1,3,"Plenty to learn about politics.\nSome people are nice.\nGood pay packages","Legacy systems and legacy mindset. Traditional project managers who know nothing about Agile start masquerading as Product Managers.","0","Fannie Mae"
"6703",407,2021-11-25 09:45:21,TRUE,55852539,5,5,5,5,5,4,4,"- Good working environment\n- Half day Friday during Summer months\n- Up to 15 days Family Sick leave per year\n- Bonus holidays ( up to 3 - 4 days per year )\n- 6% 401K match","- Slow processes\n- Unnecessary documentations","1","Fannie Mae"
"6704",409,2022-01-11 10:54:08,TRUE,57750109,3,5,5,5,5,4,5,"Great company for work life balance.","Moving around is a bit hard.","1","Fannie Mae"
"6705",418,2021-10-19 08:03:35,TRUE,54190834,4,4,2,5,3,5,5,"- Good work\u002Flife balance\n- Comprehensive Benefits","- Culture does not support modernization or reimagining of business processes\n- disconnect between leadership and rank and file employees\n- recent HR adjustments have been questionable","1","Fannie Mae"
"6706",421,2021-12-21 08:24:30,FALSE,56948015,3,4,4,4,3,4,5,"Diverse environment, strong people, great benefits, mission work","Silo construct causes challenges, political issues","1","Fannie Mae"
"6707",423,2021-04-26 06:53:30,TRUE,46057563,2,2,4,5,2,2,3,"Smart and nice colleagues, friendly work environment and good company culture","The management squeeze the people below as much as they can. Super long hours for project work due to under staffing\u002Ffunding, reduced benefits, no annual pay increase based on merit, hiring freeze, and less and less growth opportunities. Workload keeps getting more while head count is being cut. The management doesn’t want to add head count because it will make things look “inefficient”. \r\n\r\nWhat makes it worse is even when the team back fills a senior staff that has left, the opening is usually a junior staff position. Poor hardworking junior staff never get to move up. By saving a little cost in this way it lowers morale deeply and doesn’t help keep good employees.","0","Fannie Mae"
"6708",424,2021-09-27 10:39:59,TRUE,53156001,4,5,3,3,3,1,1,"Decent benefits package and short\u002Fflexible hours, observe all federal holidays and allows for early release around many holidays.","Compensation starts below market with a policy of no COLA raises and lackluster bonuses.","0","Fannie Mae"
"6709",425,2021-05-21 12:14:30,TRUE,47283902,2,2,5,5,5,2,5,"Great benefits\r\nGreat people\r\nLots to learn","Be careful about joining a program, it's pretty much all on what you do. Don't expect help from the program at all, if you decide to join a program network to ensure that you have a job after.","1","Fannie Mae"
"6710",426,2021-07-02 06:54:22,TRUE,49229044,3,2,2,5,3,1,1,"Generous leave policy, LGBTQ friendly","Rampant favoritism, salaries frozen in 2021, bonuses at risk, restructure of job titles in 2020 resulted in some effective promotions and some demotions, lack of understanding of MF business in some MF middle management, devaluation of industry experience","0","Fannie Mae"
"6711",427,2021-11-12 12:31:29,TRUE,55287002,4,5,3,5,3,3,3,"Company is stable to work for. Workload is manageable and work life balance is great.","Peanuts in terms of raise and 0 as bonus.","1","Fannie Mae"
"6712",431,2021-10-03 10:15:25,TRUE,53451880,3,5,5,5,5,5,5,"Been here for 2 years, highly recommend!","None at the moment which is great!","1","Fannie Mae"
"6713",432,2021-10-18 17:32:14,TRUE,54161374,4,5,3,3,2,2,3,"Good company, good benefits, decent pay.","Not many advancement opportunities. Once someone becomes a manager they aren’t leaving, so opportunities don’t arise. Extremely liberal atmosphere openly supporting BLM and other controversial political things. If you lean conservative you will feel like you’re being constantly attacked.","1","Fannie Mae"
"6714",433,2022-01-27 12:06:24,TRUE,58658648,5,5,4,4,4,4,3,"Diversity and inclusion are a priority\r\nGreat benefits and PTO","Slightly on a Lower pay scale","0","Fannie Mae"
"6715",434,2021-01-06 10:34:06,TRUE,40184587,3,5,4,5,3,5,5,"Great benefits, work life balance","Highly political culture, compared to a start-up it is difficult to find a new technology and take it through red-tape approvals to implementation, but if you are able to work through the occasional political frustration, the work is very manageable and fulfilling.","1","Fannie Mae"
"6716",436,2022-02-01 17:30:58,FALSE,58934583,5,3,3,3,1,1,4,"stable, pays well, flexible schedule","too slow, bureaucratic, poor management","0","Fannie Mae"
"6717",437,2021-09-15 11:34:22,FALSE,52598753,4,3,5,5,5,5,5,"Provided opportunities for growth. Recognized top performers.","No cons to share. Definitely a busy place to work with high expectations.","1","Fannie Mae"
"6718",439,2021-08-24 19:44:24,TRUE,51587758,4,5,4,5,3,3,4,"-Work life balance\n-lots of support from colleagues and managers to get work done\n-tech is not bad for large corporate","Lots of red tape. Heavy weight processes.","1","Fannie Mae"
"6719",447,2021-11-24 12:25:42,FALSE,55814396,5,2,3,4,3,5,5,"Fridays' we get off at 1pm\u002F Able to work from home","Corporate setting can be draining\u002Fbusy","1","Fannie Mae"
"6720",449,2021-12-01 11:04:02,FALSE,56098304,5,5,5,5,5,5,5,"Great Benefits and Flexible Hours","I have nothing negative to say","1","Fannie Mae"
"6721",455,2021-12-01 04:59:45,TRUE,56080139,4,4,4,4,4,3,4,"Competitive pay\r\nStrong mission\r\nGood work life balance\r\nStrong emphasis on diversity and inclusion","Career growth can be a little slow depending on what part of the organization","1","Fannie Mae"
"6722",458,2021-07-02 08:29:24,TRUE,49234058,2,5,4,4,5,4,5,"Work-life balance\nFlexibilities\nWork schedule\nSr. Management is great and is always thinking about benefitting employees through their actions","I really do not have anything negative to say about company.","1","Fannie Mae"
"6723",467,2021-04-07 12:51:39,FALSE,45168152,2,5,5,5,5,3,5,"Mission-focused company that actively pursues it's strategic objectives\r\nEmployee focused\r\nDiversity and inclusion focused","Uncertainty of job longevity. Focused on getting smaller to pursue status as a publicly-traded company. Has resulted in multiple layoffs over the past 3-5 years. Focused on digitization of mortgage industry making traditional roles inside the company harder and harder to come by. If you have a background in technology there are plenty of opportunities.","1","Fannie Mae"
"6724",468,2021-07-14 21:36:46,FALSE,49792238,4,2,2,3,2,2,5,"Solid benefits and great 401K match","Toxic culture fueled by middle and senior management's incompetence, micromanagement and lack of accountability. Roles are unclear - even to the very managers that are responsible for the business unit. This is most likely due to the very evident inexperience and lack of training many middle and senior managers at Fannie, display.","0","Fannie Mae"
"6725",469,2021-11-01 12:59:33,FALSE,54771720,5,4,3,1,4,3,3,"Good 'work\u002Flife balance' available to those who choose.","A bit slow paced sometimes.","0","Fannie Mae"
"6726",471,2021-10-18 12:28:55,TRUE,54149736,5,5,5,5,5,5,5,"Great people, mission and work-life balance","The only con would be the amount of change but that everywhere in our current environment.","1","Fannie Mae"
"6727",472,2021-09-28 20:52:35,TRUE,53244183,5,5,4,4,4,3,4,"Flexible work schedule. Lot s of training provided. Great work life balance","Lack of promotion opportunities. Hard to move to management level.","1","Fannie Mae"
"6728",473,2021-10-09 12:02:24,TRUE,53761225,4,5,5,5,5,3,5,"Plenty of paid time off, excellent senior management, demonstrates great appreciation for employees, excellent benefits, competitive pay","Lots of bureaucracy surrounding upward mobility.","1","Fannie Mae"
"6729",474,2021-11-09 12:47:34,TRUE,55128642,4,4,3,5,3,4,4,"Pay Benefits Job Security Remote work options","culture silos - - -","1","Fannie Mae"
"6730",475,2021-11-11 09:08:03,TRUE,55228864,4,1,3,4,4,3,4,"Challenging work \r\nGood Pay\r\nNice Offices\r\nflexible schedule","Lack of work life balance","1","Fannie Mae"
"6731",476,2021-10-27 03:16:02,FALSE,54549112,4,2,4,5,3,2,3,"Great people to work with, good benefits, forward thinking","Transparency from senior leaders still lacking. Path to promotion unclear","1","Fannie Mae"
"6732",479,2021-09-15 14:11:38,TRUE,52607278,4,5,5,5,5,5,5,"Lots of money spent on experimenting with latest patterns, technologies. Great place to learn and draw real time experience. I’m midst of aws migration .","Middle management is bloated and bureaucratic.","1","Fannie Mae"
"6733",481,2021-07-27 17:03:44,FALSE,50356947,5,5,4,4,4,5,5,"Great work, smart colleagues, and innovative thinking. Its compensation package is above average and benefits are excellent with a value on learning and upward mobility.","As in all financial institutions, it takes a long time to change the cultural. It is hard at times to get strong stakeholder commitment when delivering projects.","1","Fannie Mae"
"6734",482,2021-10-11 15:00:59,TRUE,53838425,4,5,5,5,5,3,4,"Great company who is invested in their people, pay is good, benefits are excellent.","Large corporations always have politics","1","Fannie Mae"
"6735",483,2021-08-14 13:12:13,TRUE,51128552,4,4,4,3,4,4,3,"Summer hours, work life balance, team work environment, career opportunities. High rating on CEO. Good benefits. Great people to work with.","Recent turnover is high, can be toxic culture if working for a manger with poor people skills. Exit from conservatorship is delayed indefinitely.","1","Fannie Mae"
"6736",484,2021-08-14 21:18:35,TRUE,51136087,5,4,4,4,4,4,4,"Very flexible working environment but too much office politics","No salary increase for two years now. No signs of salary increase even if it's inflation based","1","Fannie Mae"
"6737",485,2021-10-27 23:06:26,TRUE,54599981,1,5,5,5,5,5,5,"It’s great to work here","I don’t really have any negatives.","1","Fannie Mae"
"6738",487,2021-06-30 09:30:53,TRUE,49128769,4,3,3,4,2,2,5,"Great pay and benefits, good people for the most part.","Unless you have a sponsor, promotions above Sr. manager or Director are nearly impossible. People leave and easily achieve VP and SVO titles in highly competitive industries. Very little diversity at higher levels.","1","Fannie Mae"
"6739",491,2021-06-12 11:01:53,TRUE,48256398,5,5,4,5,4,3,4,"Challenging Projects, Flexible Working Schedule, Friendly and Supportive Management","Need to understand the mortgage business domain to become an effective contributor.","1","Fannie Mae"
"6740",492,2021-07-16 19:21:27,TRUE,49888900,3,5,5,5,3,5,5,"Great home and work life balance.","No cons working at Fannie Mae.","1","Fannie Mae"
"6741",494,2021-10-02 11:23:17,TRUE,53428130,2,4,1,2,1,2,3,"Work life balance, lots of holidays, easy paced","No promotions, no rewards for merit, favoritism, slow, antiquated processes","0","Fannie Mae"
"6742",495,2021-08-24 06:11:25,TRUE,51547938,4,2,3,4,2,3,2,"Benefits are okay and some of the work can be intellectually stimulating","Pay structure is internally unfair, benefits\u002Fcomp is constantly being adjusted or changed last minute. I.e. slashing 401k match by 2% and not giving year-end raises. Work load is disproportional to the pay and just not worth it","0","Fannie Mae"
"6743",497,2021-07-06 11:34:53,TRUE,49386278,2,4,4,3,4,4,4,"*During the COVID crisis, leadership has been present, transparent and compassionate, always putting employees' mental and physical health first.\n*Outstanding pay and benefits\n*Our mission to put people in homes makes you feel proud to come to work everyday.","*Meeting-heavy culture can be repetitive and sap productivity\n*Need to engage with multiple stakeholders can make solving problems laborious","1","Fannie Mae"
"6744",499,2021-05-12 08:46:14,TRUE,46840426,2,5,5,5,5,3,5,"People who work there are great, benefits are great, and leadership really cares about social issues.","Heavily regulated. Company can be slow to adopt new trends in technology in terms of data science.","1","Fannie Mae"
"6745",501,2021-07-28 18:47:39,TRUE,50411530,2,5,1,1,1,1,1,"PTO is nice, but you can't really use it on many teams.","The lack of compensation at Fannie Mae is insulting. They had their best year ever last year but did not offer raises and it is rumored that they will be offering limited salary increases this year. 80% of the younger employees that I know at Fannie Mae has left over the past 8 months. You'd be MUCH better off getting your NMLS license and getting into mortgage originations.","0","Fannie Mae"
"6746",503,2021-11-01 14:18:03,TRUE,54774953,5,0,0,0,0,0,0,"Not applicable. Not applicable. Not applicable","Depending on the management, there may not be opportunity for growth.","1","Fannie Mae"
"6747",512,2021-09-16 14:52:35,FALSE,52668216,5,3,3,3,3,3,3,"good pay, no working pressure","hard to move up, too much politics","0","Fannie Mae"
"6748",515,2021-06-29 09:01:29,TRUE,49067581,5,5,3,1,3,2,3,"Generally a good place to work. Quite laid back. Good work-life balance","Not a place to be for a black male. There's little to no opportunity to advance. The handful that become manager or director become targets and are laid off shortly thereafter.","0","Fannie Mae"
"6749",516,2021-08-23 12:34:55,TRUE,51509061,5,5,5,5,5,5,5,"Diversity, Mission and Critical role in American Housing Market","At times a lot of red tapes and things move slightly slower than expected.","1","Fannie Mae"
"6750",517,2021-09-22 00:24:13,TRUE,52908439,3,5,5,5,3,2,5,"Excellent Benefits, Great Work Life Balance!","Outdated System of record Falcon.","1","Fannie Mae"
"6751",518,2021-08-02 16:23:22,TRUE,50595003,5,5,3,3,3,3,3,"Good work life balance and benefits, People are friendly overall. Flexible hours of work and hybrid work arrangement.","There is a lot of bureaucracy and red tape. Management seems often confused about the next step.","1","Fannie Mae"
"6752",521,2021-05-24 15:11:12,TRUE,47397720,5,3,4,4,3,1,3,"Remote work flexibility, good pay and benefits, socially conscious, inclusive","Across the board, fewer promotion opportunities, short staffed, work horse mentally while others coast specifically in Procurement. Lack of accountability and ownership.","1","Fannie Mae"
"6753",522,2021-06-27 12:35:34,TRUE,48971231,4,5,5,5,5,5,4,"I am enjoying the workplace and the professional environment. work from home for the past year has been awesome too.","cant think of any cons","1","Fannie Mae"
"6754",523,2021-07-30 14:40:55,TRUE,50498085,3,4,4,4,4,5,4,"best work flexibility and independent working culture. Managers involvement in day to day functiona is vert minimal","work life balance is very hard to maintain. Compensation is not at par with industry","1","Fannie Mae"
"6755",524,2021-09-06 07:06:13,FALSE,52145297,3,5,3,5,1,0,5,"Good benefits, flexible work hours","Lot of workplace politics, bloated middle management","0","Fannie Mae"
"6756",526,2021-09-01 19:33:36,TRUE,51977482,3,3,5,4,4,4,4,"Great benefits including health insurance and 401K","Work life balance\r\nLow salary increase","1","Fannie Mae"
"6757",527,2021-05-05 14:05:12,FALSE,46527542,3,4,4,3,1,1,5,"Amazing benefits\r\nGood work culture\r\nMid level management is amazing","Worked for this company for over 5 years and never received a job offer for many jobs that I was well qualified for.","0","Fannie Mae"
"6758",528,2021-07-22 20:23:07,TRUE,50161598,4,5,3,4,2,3,3,"Decent pay\r\nPretty laid back teams\r\nEasy-going coworkers\r\nDecent benefits","Below market pay after a few years (bonuses and salary increase don't keep up)\r\n\r\nLimited learning potential\r\nA lot of reorgs and \""evolution\""\r\nNo bonuses or raises last year\r\nLimited growth potential","0","Fannie Mae"
"6759",529,2021-09-12 10:34:26,TRUE,52426125,2,4,3,4,3,3,4,"Good work life balance and benefits","Slow in adapting to change","1","Fannie Mae"
"6760",534,2021-03-22 11:49:08,TRUE,44382333,5,5,5,5,5,4,5,"It seems like a good working environment even though I've been working from home. We get a lot of vacation time and my supervisor has been really great. They do a lot for your personal growth and learning.","No cons as of right now!","0","Fannie Mae"
"6761",536,2021-04-20 08:27:11,FALSE,45781318,4,3,5,5,3,5,5,"The culture was enjoyable, there were work events to help you feel appreciated, a lot of opportunity to network and shift around in the company","Pay was lower than market value due to going from contractor to full time","0","Fannie Mae"
"6762",538,2021-08-29 10:51:18,TRUE,51797762,3,3,2,3,2,3,4,"good Benefits and great people","process heavy and less innovation","1","Fannie Mae"
"6763",539,2021-02-09 10:45:21,TRUE,42205321,3,5,2,2,1,4,5,"Benefits is the only thing going for them at this point.","The people here seem nice...it's all fake once you get in. I've never heard more people talk crap about each other behind their back or just complain in general. Even people within my own team would talk about each other. Overall, just a toxic environment with entitled managers\u002Fpeople. Also, if you want to be in meetings for a living, this is the place to be. They claim to be all about diversity yet half the company is Indian. Fannie Mae culture is a facade.","1","Fannie Mae"
"6764",542,2021-04-11 17:14:49,TRUE,45351231,5,5,5,3,5,5,5,"- Supportive Management, internal learning opportunities and growth, flexible work for working parents","- Pay is currently dependent on years of experience, leadership is shifting this but it can be frustrating for early career talent","1","Fannie Mae"
"6765",544,2021-03-09 20:35:07,FALSE,43755440,4,3,1,1,1,2,2,"- If you are full time employee, then you will have access to the gym and you can also park your car in front of the building otherwise you will need to walk at least 1 mile.","- Indefinite budget cuts, no bonus was given even if you have the best performance compared to peers.\n- Not a great place to work if you cant handle stress and company politics\n- I didnt really learn or develop any new skills","0","Fannie Mae"
"6766",545,2021-07-29 08:26:02,TRUE,50437321,4,3,4,4,2,3,4,"Hard work is rewarded and mission is good","Organization is siloed and it’s difficult to navigate the politics.","1","Fannie Mae"
"6767",546,2021-06-26 12:50:15,TRUE,48944613,1,5,4,4,3,4,4,"1. Number of holidays \r\n2. Good work life balance.\r\n3. Competitive pay","1. Past 2 years no salary increment.\r\n2. Recent adoption of Talent architecture led to demotion of many employees.","1","Fannie Mae"
"6768",547,2021-08-25 19:06:19,FALSE,51647471,5,2,2,4,2,1,4,"Good Salary range and good benefits benefits","Tend to burn out good employees by giving them too much work. Managers don’t manage their staff, they manage up. Limited promotional opportunities.","0","Fannie Mae"
"6769",548,2021-05-02 20:08:44,TRUE,46374156,3,5,5,5,4,4,4,"- Mission-driven\r\n- Committed to excellence \r\n- Strives to embetter communities across the country\r\n- Top talent working environment","- Pay compared to financial services market as a whole\r\n- Too much middle management \r\n- Limited growth opportunities (up, though there are some lateral learning opportunities)","1","Fannie Mae"
"6770",549,2021-05-14 15:02:24,FALSE,46957324,3,1,0,0,0,0,0,"Room to grow and learn and move to other areas.","Some managers, like anywhere else Can be micro managers and no course of action for them being horrible","0","Fannie Mae"
"6771",552,2021-02-12 11:57:21,TRUE,42411362,5,1,5,5,5,5,3,"Many opportunities to learn, and even better perks. Summer Friday's, new holidays get added constantly, flexible work hours, unlimited sick days, etc.","The company is undergoing many changes because it is going public. They hired me 6 months ago and let go of a few more senior positions in order to save money. \r\n\r\nNow I get paid very little to work 60+ hour weeks. My compensation does not reflect the countless hours of work (even on weekends and holidays) that I put forth into the company. They also canceled raises for 2021, so I am disappointed.","1","Fannie Mae"
"6772",554,2021-05-05 22:18:51,TRUE,46543821,3,5,5,5,5,5,5,"Great place to work here!","Can we all just have world peace","1","Fannie Mae"
"6773",561,2021-03-26 12:02:55,TRUE,44621257,3,5,5,5,5,5,4,"pretty laid back working environment. Not much to complain","Recent reduction in bonus structure and no salary increase is probably making more people to leave","1","Fannie Mae"
"6774",563,2021-04-29 21:04:03,TRUE,46276229,3,5,5,5,5,5,5,"Great medical and other benefits","Flexibility, things are getting better","1","Fannie Mae"
"6775",568,2021-01-26 16:19:48,FALSE,41457296,4,3,2,4,1,3,5,"Salary and bonuses, obviously. Lots of training resources are available. Decent benefits.","Busy getting woke because they can never go broke. This company is a rudderless ship with 10 captains for every crew mate. There is so much time spent workshopping to help bean counters and VPs make decisions without having to actually put their own necks on the line, it is almost laughable. The only reason this company survives is because they are swimming in money as a result of owning a housing market that is rigged in their favor. Every time they are forced to show real results, they fail -- from top to bottom.","0","Fannie Mae"
"6776",572,2021-04-07 04:47:58,TRUE,45140442,5,5,5,5,5,3,4,"The people and work life balance is fantastic","Not much room to move up","1","Fannie Mae"
"6777",575,2021-04-05 18:09:40,TRUE,45057750,5,5,5,5,5,5,5,"Flexible, friendly, opportunity equals, nice place","Overtime, turnovers, complexity of knowledge understanding","1","Fannie Mae"
"6778",576,2021-04-09 10:47:53,TRUE,45275832,4,5,5,5,2,5,5,"Very flexible, supportive, great benefits","Career growth is very limited","1","Fannie Mae"
"6779",582,2021-03-20 06:29:02,TRUE,44296390,3,5,5,5,5,4,4,"Great leadership and collaboration among team members","I have no complaints after 5 years","1","Fannie Mae"
"6780",585,2021-03-28 19:44:04,TRUE,44695335,2,5,5,5,4,4,4,"Great Culture across the board","Bureaucratic at times. Can get in the way of efficiency","0","Fannie Mae"
"6781",589,2021-03-03 10:04:17,TRUE,43410602,5,5,5,5,5,5,5,"Collegial environment, fantastic mission, meaningful work","Continuing in conservatorship and government oversight so not the usual commercial entity","1","Fannie Mae"
"6782",592,2021-06-06 19:53:59,TRUE,47974748,2,5,5,3,4,4,4,"Good work culture merit based","A little bit boring at times","0","Fannie Mae"
"6783",593,2021-06-05 19:44:21,TRUE,47946350,4,4,2,1,1,1,1,"Not much work only few releases","Stagnant work place with no growth opportunities","0","Fannie Mae"
"6784",595,2021-05-07 11:32:39,TRUE,46626121,3,3,3,4,4,4,4,"Positive Team environment, flex schedule and remote option available","Too many long hours at nights and weekends","1","Fannie Mae"
"6785",596,2021-06-02 19:41:07,FALSE,47821416,2,0,0,0,0,0,0,"benefits are decent in the area","middle mgt is a mess","1","Fannie Mae"
"6786",598,2021-05-21 05:48:45,FALSE,47266345,4,5,5,5,5,5,5,"Great Team, clean and nice office building","Sometimes disorganized workflow, and lack of career development","1","Fannie Mae"
"6787",602,2021-02-14 00:13:21,TRUE,42462566,1,3,3,4,4,2,4,"Benefits are great and stable job for someone who has a family","Promotion might be slow. Dynamics is very team specific. Some team just work work work and others have some fun.","0","Fannie Mae"
"6788",603,2021-04-23 10:57:38,FALSE,45961307,5,1,1,1,1,1,4,"Name. The tag of the company FannieMae!","Politics, non-inclusiveness, Trust issues, micromanagement - a very toxic environment where you just burn out and not grow and cherish.\r\nDo not walk away from this, RUN.. JUST RUN AWAY!","0","Fannie Mae"
"6789",604,2021-04-18 18:45:44,TRUE,45695784,4,5,4,5,3,4,5,"1. Opportunity to rotate in three different product management teams.\r\n2. Good work \u002F life balance.\r\n3. Supportive teams.","1. No cons so far.","1","Fannie Mae"
"6790",607,2021-03-10 19:58:44,FALSE,43818366,3,2,3,3,3,3,3,"Doing important and influential works","Long hours, deteriorating benefits, few upward opportunities unless you know the right people, and a white male. Very political.","1","Fannie Mae"
"6791",608,2021-01-26 06:43:40,FALSE,41425944,4,3,2,2,2,1,3,"Benefits are very good.(401k contribution, leaves etc)","Lack of transparency. Promotions are not tied to performance &amp; results but favoritism. Organization &amp; culture(Politics). Lack of strong leadership &amp; ownership traits.","0","Fannie Mae"
"6792",609,2021-04-20 13:00:52,TRUE,45796704,5,5,4,4,3,1,3,"6 % 401k Match , 20 Vacation Days after 3 years, Most Bank holidays","No ESP, Subpar bonus, No yearly increment, Not much growth opportunities","1","Fannie Mae"
"6793",613,2021-03-11 15:43:12,FALSE,43867920,4,4,4,2,3,2,3,"Stable organization unlike most start ups","Promotions are more based on relationships more than skill set. The higher you look up the management levels, the less diversity you see.","0","Fannie Mae"
"6794",614,2019-02-23 10:56:48,TRUE,24846604,3,4,4,0,3,5,4,"It is a large company with many opportunities for lateral career moves and upward mobility. The compensation and benefits are generally meet industry average.","Job titles and pay grades are confusing and sometimes inappropriate based on the role. Varying levels of experience amongst managers with different standards of performance expectations (some are harsher or more perfectionistic while some are more lenient or more realistic) and sometimes unclear, shared, or split responsibility for employees which is a common management mistake.  Work\u002Flife balance varies across different teams as some teams offer less flexibility than others. Visible difference between treatment of FTEs and contractors. Common theme amongst numerous contractors that they wouldn't want to work at the company full-time.","0","Fannie Mae"
"6795",615,2021-04-09 14:50:23,TRUE,45286149,5,5,4,4,2,2,3,"Good work life balance, decent pay, good people","So political and poor leadership. They do not focus on employee growth or recognition in the finance department at least.","0","Fannie Mae"
"6796",618,2021-05-17 14:27:12,TRUE,47063388,5,4,4,3,3,3,4,"Work life balance - best place","Old mind set.. struggling to modernize","1","Fannie Mae"
"6797",619,2021-04-21 00:35:17,FALSE,45821975,5,5,5,5,5,5,5,"Very Good company to work , lots of experienced people to share knowledge .","Do not have any cons for Fannie Mae","1","Fannie Mae"
"6798",622,2021-07-07 09:03:09,TRUE,49434383,5,5,4,4,3,3,4,"Company is living towards latest technology","Lack of growth opportunities in certain business units","1","Fannie Mae"
"6799",623,2021-01-13 10:13:05,TRUE,40627296,5,5,5,5,4,5,5,"Starting Bonus, Competitive Salary, Great benefits especially for recent grads","No major cons, only thing would be to reconsider possible full time remote opportunities after covid","1","Fannie Mae"
"6800",625,2021-02-10 20:13:27,TRUE,42306421,4,5,5,5,5,5,5,"Good work life balance and benefits","Promotions are not easy to come by.","1","Fannie Mae"
"6801",626,2021-06-27 06:33:31,FALSE,48962146,4,5,4,3,3,3,5,"Great benefits, pay and work life balance","Slow to adopt change and also bureaucratic","1","Fannie Mae"
"6802",628,2021-01-22 17:51:45,TRUE,41265442,4,4,4,4,4,5,4,"Development opportunities, leadership, program, and training","I do not have any cons","1","Fannie Mae"
"6803",631,2021-01-01 16:26:12,TRUE,39991569,5,5,5,5,5,3,4,"Autonomous work environment\r\nContinuous improvement culture\r\nWork \u002F life balance (actually)\r\nInvest your skills \u002F energy in work that interests you","Somewhat difficult to move up in the organization","1","Fannie Mae"
"6804",633,2021-01-27 20:52:53,TRUE,41535071,5,5,5,5,5,5,5,"Great benefits\r\nInteresting Job\r\nGood salary\r\nNice office \r\nAwesome people","Excessive meetings \r\nTime spent on areas which don’t add value","1","Fannie Mae"
"6805",636,2021-01-29 07:03:17,TRUE,41621716,4,5,5,5,5,5,5,"great company, great work and life balance","reorg happens often, layoffs happen often","1","Fannie Mae"
